article_id,char_count,word_count,paragraph_count,noun_count,verb_count,adj_count,adv_count,pron_count
3937,1222,206,14,106,41,34,7,1
3939,1208,184,11,101,41,21,7,0
394,120,17,1,11,3,3,0,0
3940,1150,176,9,93,44,24,4,0
3941,2208,358,17,158,73,75,22,1
3942,3084,456,19,216,110,61,31,2
3943,487,72,3,27,15,22,5,0
3944,1219,211,10,99,37,38,8,3
3945,2710,455,20,208,84,78,15,1
3946,1869,304,13,149,54,54,16,2
3947,2235,336,18,162,80,58,14,0
3948,883,133,3,62,31,20,11,0
3949,539,90,4,42,21,18,6,0
395,2894,475,22,199,95,113,33,5
3950,247,38,1,20,7,8,2,1
3951,2020,371,11,167,57,72,11,1
3952,5583,892,30,421,176,149,49,2
3953,1046,183,9,95,21,24,6,2
3954,2768,458,18,220,107,62,15,1
3955,331,57,3,25,13,8,2,4
3956,845,140,7,70,25,36,2,1
3957,2357,374,17,187,80,59,13,2
3958,333,47,2,22,12,8,2,3
3959,2291,364,16,180,75,65,23,0
396,561,87,6,44,18,16,1,1
3960,1061,160,8,88,38,15,8,1
3961,5537,843,35,420,190,118,44,2
3962,807,131,7,64,27,26,5,3
3963,275,40,1,26,8,4,1,0
3964,1329,190,7,92,40,39,9,1
3965,1924,318,12,154,72,39,18,0
3966,1933,300,16,147,70,44,13,0
3967,2037,325,13,151,72,53,18,7
3968,3952,592,27,295,120,117,18,2
3969,3669,640,28,282,124,112,25,6
397,8371,1199,40,539,211,263,74,0
3970,3448,533,30,277,97,115,19,1
3971,1473,239,14,121,37,48,17,0
3972,3559,568,14,268,140,88,30,0
3973,1870,303,61,125,81,53,18,7
3974,1344,214,13,101,44,37,10,1
3975,439,64,2,45,10,6,1,0
3976,35,7,1,4,2,0,0,1
3977,964,156,8,64,35,31,4,2
3978,816,143,7,58,25,21,10,3
3979,378,55,1,26,12,7,2,0
398,5504,850,40,417,190,134,32,1
3980,2332,395,17,178,82,68,13,5
3981,2226,346,13,182,80,38,23,1
3982,2240,349,13,181,71,51,12,3
3983,2737,465,18,195,98,90,22,5
3984,2874,439,20,215,85,81,9,1
3985,1038,157,8,88,29,23,6,0
3986,1821,289,14,141,56,69,6,3
3987,1020,159,11,75,39,26,8,0
3988,3169,535,17,253,89,96,19,0
3989,1515,235,13,100,43,37,11,0
399,1090,181,4,79,39,29,17,1
3990,495,89,4,35,15,13,5,1
3991,2568,432,22,190,88,85,25,6
3992,1223,188,13,91,37,39,7,0
3993,1733,280,9,142,60,42,2,0
3994,382,61,5,26,10,17,2,0
3995,1879,341,2,186,68,53,23,1
3996,2768,458,18,220,107,62,15,1
3997,1585,241,13,111,53,40,16,4
3998,170,25,1,13,5,6,0,0
3999,74,11,1,5,1,3,2,0
4,1114,177,5,78,47,19,19,0
40,3903,602,17,282,125,99,41,1
400,1925,303,13,148,77,33,14,0
4000,2671,403,1,199,90,62,15,3
4001,1498,244,13,116,60,46,12,0
4002,542,87,3,44,25,12,2,0
4003,2160,309,16,152,64,60,13,0
4004,3617,583,18,253,102,100,42,4
4005,1077,158,4,80,33,33,2,2
4006,891,137,9,73,28,21,6,0
4007,1793,289,7,123,66,55,31,1
4008,1428,232,11,110,45,50,15,0
4009,2139,348,13,164,67,52,18,1
401,1579,241,13,111,53,40,16,4
4010,1171,175,8,97,33,23,9,0
4011,4600,695,20,321,128,140,39,14
4012,2072,335,12,153,63,66,20,0
4014,1401,238,14,93,52,49,4,8
4015,1672,280,8,124,48,44,18,0
4016,2637,432,13,196,92,85,32,2
4017,1037,178,5,99,30,32,6,1
4018,538,86,5,40,17,16,4,3
4019,2228,348,12,171,58,63,31,3
402,1980,297,12,148,53,46,14,1
4020,1606,242,11,111,57,47,15,1
4022,3413,543,28,272,122,101,17,0
4023,538,86,5,40,17,16,4,3
4024,499,76,4,38,17,11,4,1
4025,161,24,1,13,3,5,1,0
4026,122,18,2,10,3,5,0,0
4027,1248,193,10,77,35,62,9,2
4028,787,137,5,63,25,22,4,0
4029,2961,495,32,218,93,99,28,5
4030,1602,246,12,123,45,52,8,0
4031,1366,206,16,104,43,35,11,0
4032,2025,344,12,153,71,71,20,2
4033,445,76,5,41,16,13,3,0
4035,2064,355,13,180,58,60,6,3
4036,1955,288,16,153,60,45,14,0
4037,2319,350,15,186,73,67,6,0
4038,1708,252,13,119,53,36,10,1
4039,1189,190,9,88,37,38,9,0
404,705,108,4,49,24,15,7,0
4040,1980,314,15,143,62,63,7,3
4041,1576,265,14,119,56,47,13,2
4042,1218,195,10,112,33,23,2,0
4043,2357,374,17,187,80,59,13,2
4044,1282,177,1,79,43,34,11,1
4045,2153,352,14,168,62,63,14,3
4046,3456,553,26,233,111,92,37,13
4047,896,139,4,55,34,25,9,0
4048,1808,252,6,134,46,50,9,0
4049,881,140,4,71,24,18,10,0
405,3572,564,31,264,128,113,16,9
4050,1485,223,10,111,50,40,7,4
4051,1852,296,2,157,67,36,14,2
4052,1010,169,10,71,34,32,7,3
4053,1755,296,1,130,52,67,16,4
4054,1392,229,14,101,45,43,10,0
4055,8278,1340,78,621,268,235,69,14
4056,1356,208,22,103,25,36,22,0
4057,1085,168,17,72,40,28,7,2
4058,1627,254,11,111,45,48,14,0
406,472,77,3,34,18,10,9,0
4060,2363,367,14,167,92,65,16,1
4061,34,5,1,3,0,2,0,0
4062,2908,480,17,236,92,80,12,3
4063,1570,264,16,121,48,43,17,0
4064,1806,293,11,156,57,40,5,8
4065,3419,544,24,247,109,114,41,1
4066,1204,195,6,81,39,34,10,2
4067,1363,189,2,87,37,46,6,0
4068,5617,907,34,436,181,139,22,8
4069,661,99,2,54,25,14,3,0
407,601,87,4,43,13,16,6,0
4070,5084,819,48,386,162,138,31,7
4071,701,106,8,56,25,14,8,0
4072,1371,211,12,93,36,42,14,4
4073,262,43,1,21,10,8,2,0
4074,640,101,6,54,24,11,3,0
4076,175,29,1,12,8,3,1,0
4077,3809,616,26,281,154,102,38,0
4078,4870,755,27,374,148,121,39,7
4079,538,96,1,48,25,13,8,0
408,3127,513,15,230,95,101,47,0
4080,1390,214,7,113,34,31,14,0
4081,1122,177,7,83,33,30,10,2
4082,1457,239,1,107,53,45,8,6
4083,1728,289,13,134,62,55,10,2
4084,12959,2259,212,986,512,456,172,1
4085,1963,315,8,153,64,48,13,3
4086,652,107,8,53,16,23,1,1
4087,308,47,1,29,6,7,1,0
4088,14360,2273,129,1119,460,418,90,9
4089,510,78,6,43,11,17,4,0
4090,212,37,2,17,8,10,2,0
4091,1666,242,11,124,41,35,11,0
4092,1208,184,11,101,41,21,7,0
4093,1187,214,10,99,49,38,15,0
4094,2372,374,22,171,70,68,24,2
4095,170,22,1,10,3,8,0,0
4096,111,16,1,6,4,3,1,0
4097,2578,403,16,197,79,76,19,5
4098,523,86,5,36,19,22,3,0
4099,1874,324,20,145,73,52,22,1
41,387,59,3,32,16,9,0,0
410,1466,250,13,118,51,34,15,0
4100,1335,236,6,117,42,28,12,0
4101,1558,236,13,111,52,41,10,5
4102,436,73,3,30,19,17,2,1
4103,76,12,2,7,2,2,1,0
4104,120,19,1,10,4,3,0,0
4105,1858,277,1,142,44,58,12,0
4106,1927,299,16,146,70,44,13,0
4107,383,58,2,22,18,10,5,1
4108,2663,417,9,187,79,85,23,1
4109,852,106,6,57,20,26,3,0
411,1324,200,16,108,48,21,7,0
4110,3572,564,31,263,129,113,16,9
4111,2354,385,20,168,72,82,23,3
4112,1926,314,16,144,73,53,15,0
4113,716,114,8,52,21,28,5,0
4114,2228,284,8,154,60,45,14,0
4116,1491,226,6,98,49,45,14,3
4117,2214,347,16,165,73,58,15,0
4118,55,8,1,6,1,1,0,0
4119,2252,341,25,156,76,67,21,3
412,423,75,3,28,15,17,6,2
4120,656,100,7,41,24,20,7,1
4121,1196,186,9,84,34,38,9,0
4122,15629,2416,108,1115,575,433,127,16
4123,2154,336,23,180,58,52,15,0
4124,1981,308,17,143,59,51,11,1
4125,2128,357,5,160,80,58,20,2
4126,2646,385,19,195,78,69,17,1
4127,1513,253,9,110,50,42,5,1
4128,990,176,13,91,36,21,4,1
4129,2086,344,22,163,91,43,22,2
413,1669,278,17,137,52,48,13,4
4130,343,51,6,28,8,9,1,1
4131,1709,307,12,143,57,35,6,3
4132,613,106,6,44,24,20,3,2
4133,1600,253,20,134,57,36,8,0
4134,246,40,3,16,10,10,2,0
4135,66,10,1,5,3,2,0,0
4136,856,140,8,77,20,24,3,0
4137,769,120,4,57,24,17,5,0
4138,510,72,4,32,20,6,2,0
4139,565,86,6,54,19,9,2,1
414,20966,3264,85,1592,647,624,157,31
4140,2799,448,12,216,109,80,22,1
4141,1915,290,19,152,57,51,13,4
4142,9032,1419,44,618,282,266,109,34
4143,2332,371,23,174,73,72,20,3
4144,599,105,6,43,15,19,3,0
4145,1189,186,9,85,47,20,9,4
4146,4358,728,31,335,128,139,29,0
4147,809,122,8,58,32,20,4,1
4148,124,17,1,8,2,5,0,0
4149,97,16,2,7,4,5,0,0
415,1258,217,6,101,47,37,12,1
4150,472,77,3,34,18,10,9,0
4151,2537,414,17,201,83,65,12,1
4152,1213,201,9,105,41,28,8,1
4153,716,109,7,56,23,19,4,0
4154,291,42,5,26,8,3,0,0
4155,874,141,10,71,29,17,6,0
4157,3563,595,32,268,121,100,29,10
4158,859,131,8,61,23,25,8,1
4159,2207,359,15,161,72,66,11,0
416,605,105,8,54,21,15,2,0
4160,749,123,5,58,22,21,6,3
4161,15445,2326,46,1083,505,439,117,15
4162,190,33,2,19,6,5,2,0
4163,1588,240,10,108,44,50,14,0
4164,2313,349,17,177,61,71,13,0
4165,661,105,5,56,26,13,2,0
4166,1036,160,8,79,30,29,8,0
4167,2066,338,13,172,76,38,15,3
4168,193,35,1,17,9,5,1,0
4169,2641,437,21,184,96,100,28,3
417,708,108,4,53,21,16,3,0
4170,2646,407,18,200,88,70,13,2
4171,2891,464,9,236,74,84,20,1
4172,3637,545,20,239,126,109,33,4
4173,255,44,2,16,9,10,6,0
4174,2838,431,2,189,80,94,33,1
4175,2164,338,22,160,79,54,20,1
4176,598,100,4,52,13,15,3,0
4177,28413,4429,93,2036,981,794,261,11
4178,3933,583,20,266,147,89,45,0
4179,1992,316,11,164,72,53,9,1
418,3384,515,19,253,97,101,33,1
4180,904,141,7,73,26,27,4,2
4181,3023,495,23,215,97,112,32,5
4182,1071,166,11,77,39,32,9,0
4183,1040,186,8,78,27,37,18,0
4184,1267,205,2,107,41,37,3,3
4185,1791,304,15,145,57,55,13,4
4186,1202,181,6,96,39,27,7,0
4187,1055,151,5,73,40,23,4,0
4188,3019,482,16,213,116,84,36,1
4189,4045,597,17,330,91,131,21,0
419,1219,211,10,99,37,38,8,3
4190,1603,258,10,117,53,48,9,2
4191,747,127,2,62,31,20,6,0
4192,1713,275,14,108,63,52,12,2
4193,181,33,1,12,6,8,1,2
4194,3278,499,24,232,114,89,23,4
4195,471,79,7,37,18,17,2,0
4196,1796,287,10,147,68,45,14,1
4197,947,140,5,68,32,25,5,3
4198,1122,192,8,84,49,32,6,3
4199,616,94,4,44,16,18,5,1
42,2417,371,19,155,91,72,23,2
420,2494,417,5,167,68,82,30,5
4200,2109,319,17,163,65,53,14,1
4201,1464,241,8,106,44,44,9,0
4202,458,73,5,34,14,7,3,1
4203,2318,360,16,188,73,52,13,3
4204,942,164,11,70,25,38,12,3
4205,2491,397,20,188,94,63,19,5
4206,1420,222,9,112,39,47,3,1
4207,814,129,6,71,25,20,4,1
4208,2331,397,17,177,82,71,13,5
4209,1671,282,10,142,51,42,7,5
421,544,74,2,43,13,13,2,0
4210,1344,195,12,99,34,37,6,1
4211,140,22,1,10,6,3,1,0
4212,871,136,5,64,31,24,9,0
4213,1319,217,12,99,44,46,5,2
4214,1885,283,10,149,66,38,12,0
4215,4231,683,21,320,120,138,33,4
4216,1652,274,14,130,65,56,8,2
4217,1143,188,14,94,25,33,12,3
4218,419,66,3,32,10,13,1,0
4219,1983,318,15,143,55,72,17,0
422,554,89,4,48,18,8,2,0
4220,2779,466,20,216,111,75,33,0
4221,1468,233,9,107,60,30,16,1
4222,1039,167,5,80,36,26,3,2
4223,6102,1026,37,495,223,137,32,6
4224,839,146,6,62,36,25,12,1
4225,485,70,3,47,4,14,1,0
4226,1732,305,13,141,70,48,24,1
4227,1382,224,7,115,45,35,8,1
4228,33,6,1,4,1,1,0,0
4229,322,50,1,28,8,11,1,1
423,439,65,2,32,19,8,3,0
4230,1577,253,9,135,47,43,5,1
4231,1898,297,17,138,66,54,8,1
4232,2292,385,12,181,71,69,15,0
4233,542,79,3,36,17,20,3,0
4234,255,44,2,16,9,10,6,0
4235,795,122,7,59,30,17,3,0
4236,313,44,2,22,13,7,1,0
4237,791,128,5,64,31,19,9,4
4238,766,115,2,54,24,26,3,0
4239,342,42,1,21,9,6,1,0
424,750,119,5,58,34,10,7,1
4241,500,77,5,33,19,16,6,0
4242,1043,157,8,68,39,35,6,0
4243,3172,570,18,289,114,82,14,9
4244,1741,266,18,123,56,64,13,0
4245,1596,248,14,122,52,46,7,0
4246,1960,300,13,155,63,49,13,1
4247,711,118,5,49,20,24,5,1
4248,1509,248,14,116,41,56,11,1
4249,1526,241,12,107,56,38,19,0
425,2292,353,20,175,64,67,13,7
4250,1394,239,12,109,47,24,7,0
4251,1022,163,6,80,33,26,6,0
4252,1263,197,9,95,39,46,2,3
4253,3587,539,16,249,86,99,36,1
4254,208,34,4,17,5,7,1,0
4255,197,32,1,16,8,3,1,0
4256,1580,271,13,123,56,43,10,1
4257,3648,579,27,280,134,77,24,0
4258,1730,282,1,117,61,65,14,2
4259,1300,197,13,90,54,34,6,1
426,1149,185,10,93,52,23,5,2
4260,687,122,9,55,32,15,7,1
4261,847,129,8,65,27,18,3,0
4262,4503,658,20,298,121,136,40,3
4263,2114,349,19,167,74,62,19,2
4264,196,31,1,13,5,5,3,1
4265,749,122,6,54,22,27,4,0
4266,1356,225,3,103,48,29,8,0
4267,3907,604,28,326,134,83,20,11
4268,33,6,1,4,1,1,0,0
4269,1213,201,9,105,41,28,8,1
427,197,32,2,19,5,3,1,1
4270,4088,619,30,290,130,103,42,0
4271,673,112,7,51,24,17,7,2
4272,1195,166,11,85,35,27,7,1
4273,1008,158,8,75,36,33,7,0
4274,964,146,8,73,22,33,8,0
4275,2267,372,9,174,55,61,16,0
4276,1632,271,15,120,55,50,10,1
4277,509,80,5,36,22,13,4,1
4278,2093,345,12,160,75,52,14,7
4279,2768,420,24,219,76,78,15,0
428,3414,543,28,272,122,101,17,0
4280,2327,390,27,178,68,56,19,3
4281,4726,766,30,366,157,128,41,11
4282,136,18,1,9,3,4,0,0
4283,3372,573,14,227,103,124,35,23
4284,778,133,7,63,21,27,1,2
4285,170,32,1,14,6,6,0,0
4286,1503,230,14,108,48,39,16,0
4287,303,55,3,34,9,11,0,1
4288,2772,454,23,218,86,72,36,0
4289,2709,429,14,190,90,104,21,3
429,1981,312,19,150,69,51,9,2
4290,58651,8910,141,4268,1754,1524,324,16
4292,14332,2149,113,1047,488,368,109,8
4293,1111,181,6,90,25,29,14,1
4294,663,113,5,49,24,20,6,1
4295,1775,249,6,136,45,45,11,0
4296,2133,351,19,157,70,73,16,3
4297,2142,342,18,150,70,65,26,0
4298,1647,245,12,124,65,35,6,1
4299,170,22,1,10,3,8,0,0
43,1103,170,10,85,36,39,5,0
430,1747,279,24,128,61,42,12,1
4300,3748,602,22,315,114,82,13,1
4301,395,67,4,29,15,12,6,0
4302,440,62,6,28,21,4,4,0
4303,128,18,1,12,2,4,0,0
4304,1849,280,15,134,48,73,4,0
4305,2229,376,15,157,69,72,16,3
4306,1178,171,10,84,39,20,8,2
4307,1130,179,1,86,37,33,6,0
4308,3208,535,24,241,115,94,30,3
4309,34,5,1,3,0,2,0,0
431,2568,444,14,201,72,83,16,3
4310,2815,428,27,206,102,70,16,1
4311,862,150,8,66,31,21,3,2
4312,213,36,1,18,7,7,0,0
4313,2690,423,16,209,79,56,21,5
4314,1828,293,13,143,52,62,17,0
4315,3170,515,15,252,101,87,19,10
4316,3022,515,28,233,114,80,12,2
4317,658,102,6,47,27,12,3,0
4318,252,41,3,17,16,4,1,1
4319,1390,216,12,95,45,43,8,0
432,8640,1291,34,573,291,284,64,16
4320,507,77,4,35,17,16,1,0
4321,2035,288,6,134,56,61,20,2
4322,2213,365,17,152,72,69,35,3
4323,32,6,1,3,2,0,0,0
4324,1540,249,11,127,50,40,11,2
4325,1735,282,12,146,67,38,8,7
4326,515,89,1,36,14,16,2,2
4327,5314,880,67,413,208,150,40,7
4328,53,8,1,4,1,3,0,0
4329,1058,164,10,78,41,35,4,0
433,609,100,7,45,20,18,2,0
4330,1039,165,16,84,39,25,3,1
4331,12349,1988,87,897,468,378,102,6
4332,1234,181,11,89,37,41,5,1
4333,1196,180,6,90,41,28,8,0
4334,741,120,8,51,25,24,9,3
4335,973,168,11,87,25,29,6,2
4336,206,32,2,15,9,3,2,0
4337,311,43,1,23,10,8,1,0
4338,3937,659,30,315,127,111,23,0
4339,458,70,4,40,16,10,3,0
4340,53,8,1,2,4,0,1,0
4341,2362,409,17,179,86,67,28,2
4342,355,59,2,27,9,17,2,0
4343,3232,528,9,267,107,91,31,5
4344,536,92,5,39,15,21,1,3
4345,1419,219,11,102,53,36,12,1
4346,329,59,6,26,9,15,2,0
4347,2152,358,19,168,61,71,16,2
4348,598,86,5,41,21,18,2,0
4349,1963,341,17,130,61,62,11,0
4350,38,6,1,4,0,2,0,0
4351,2468,377,6,167,87,94,13,2
4352,1418,225,8,119,51,40,8,0
4354,279,43,4,25,7,8,1,0
4355,2080,345,10,153,64,54,27,2
4356,1730,258,11,120,59,37,9,2
4357,557,76,5,48,11,14,3,0
4358,1693,264,16,140,50,44,13,1
4359,351,55,2,24,8,16,3,0
436,5257,798,14,409,144,147,45,2
4360,118,19,3,11,5,2,0,0
4361,592,95,5,48,17,11,4,0
4362,1075,176,6,84,30,35,7,1
4363,385,63,3,29,12,10,2,0
4364,1035,138,6,75,21,25,8,1
4365,3438,574,23,263,122,103,25,6
4366,835,121,6,56,28,27,4,3
4367,2489,388,22,190,83,57,17,1
4368,962,137,1,61,26,26,13,1
4369,2674,464,15,213,97,63,18,4
437,969,170,5,74,23,33,14,1
4370,1255,197,6,82,45,43,10,1
4371,1942,292,13,156,58,49,12,2
4372,1317,209,10,108,29,31,7,1
4373,980,165,10,83,34,28,8,2
4374,1804,295,15,135,54,51,11,5
4375,3437,573,23,261,123,103,25,6
4376,2001,282,8,144,59,48,15,0
4377,1711,282,15,120,56,59,15,4
4378,2752,404,17,205,86,79,18,4
4379,1381,219,8,92,40,44,16,0
438,3163,526,23,248,86,103,26,6
4380,1866,272,14,116,56,68,14,8
4381,1698,263,14,116,55,60,11,0
4382,611,92,6,49,20,13,0,0
4383,854,140,6,74,33,21,1,4
4384,2146,341,16,141,65,76,22,1
4385,376,54,3,26,12,11,5,0
4386,3223,497,16,233,111,73,34,1
4387,262,39,3,13,6,9,1,1
4388,1479,216,12,109,46,31,11,6
4389,504,76,4,30,22,14,3,0
439,981,178,8,77,34,27,11,0
4390,2193,340,17,166,77,48,21,3
4391,579,91,6,40,20,20,6,0
4392,1708,268,11,144,29,36,4,2
4393,1131,189,7,73,41,40,6,0
4394,915,145,6,74,29,26,9,0
4395,1768,295,16,123,54,66,19,5
4396,453,73,13,39,13,11,3,2
4397,3764,535,15,266,119,96,25,1
4398,1004,157,6,72,32,32,7,2
4399,3302,490,25,245,113,82,18,0
44,1645,256,5,132,52,44,13,0
440,1885,283,10,149,66,38,12,0
4400,1544,249,10,121,57,42,13,2
4401,1688,253,9,124,49,54,18,1
4402,3531,544,29,253,129,91,25,9
4403,1541,269,7,125,62,41,24,3
4404,1708,268,11,144,29,36,4,2
4405,557,76,5,48,11,14,3,0
4406,2204,353,25,161,78,58,13,0
4407,3002,438,18,222,88,67,24,2
4408,2489,388,22,190,83,57,17,1
4409,237,36,2,17,6,6,5,0
441,314,43,2,21,9,10,0,0
4410,1092,171,7,84,29,40,10,0
4411,1411,220,12,101,40,45,15,0
4412,3277,516,19,254,117,84,26,2
4413,848,135,7,69,25,22,6,0
4414,1075,157,8,66,29,29,7,0
4415,1832,287,18,141,50,53,15,0
4416,1097,198,10,87,41,34,10,6
4417,183,28,1,12,9,4,1,0
4418,444,76,2,38,10,15,3,0
4419,2594,413,17,186,93,81,12,5
442,5900,968,25,427,183,175,63,10
4420,4281,624,25,306,129,125,38,2
4421,614,90,1,45,25,15,3,0
4422,1286,202,1,84,40,48,7,0
4423,944,139,6,77,24,20,6,0
4424,3180,496,18,260,96,87,14,0
4425,1298,168,4,98,27,34,5,0
4426,1547,240,15,122,41,46,12,0
4427,541,96,5,38,24,13,7,1
4428,1152,184,16,89,46,30,7,1
4429,118,19,3,11,5,2,0,0
443,1781,262,14,120,52,60,6,1
4430,118,19,3,11,5,2,0,0
4431,1957,292,5,146,50,59,13,1
4432,137,21,1,14,4,2,1,0
4433,1369,220,3,99,41,40,8,3
4434,3900,584,16,269,118,111,42,4
4435,951,162,7,82,36,30,8,2
4436,137,23,2,15,1,6,0,0
4437,186,29,4,18,4,5,1,1
4438,392,69,5,37,10,14,0,0
4439,405,65,5,33,10,10,2,0
444,1778,256,9,119,51,62,12,0
4440,500,70,5,36,19,14,1,0
4441,1865,293,14,131,58,68,12,0
4442,1370,206,10,91,47,34,12,3
4443,2893,525,35,236,90,68,12,0
4444,4792,749,12,383,123,128,57,1
4445,1507,236,11,106,45,48,12,0
4446,1882,288,17,152,57,47,10,0
4447,1615,249,7,119,52,32,14,0
4448,2079,332,12,145,68,65,19,0
4449,1398,227,14,103,47,41,11,3
445,472,79,1,28,15,12,1,0
4450,1768,295,16,123,54,66,19,5
4451,2541,413,15,216,91,66,18,1
4452,44,8,1,4,2,0,1,0
4453,611,97,5,50,23,15,4,0
4454,2204,353,25,161,78,58,13,0
4455,717,116,3,54,27,21,6,0
4456,968,162,8,87,33,20,3,0
4457,637,100,4,52,20,16,7,0
4458,1334,200,9,112,34,43,1,0
4459,2436,377,24,196,84,52,18,6
446,177,30,1,14,8,1,2,0
4460,4323,659,25,322,124,113,55,1
4461,118,19,3,11,5,2,0,0
4462,1011,167,12,83,33,33,5,6
4463,2133,309,14,165,72,40,12,3
4464,659,102,6,47,18,19,4,2
4465,1862,307,13,130,53,59,13,0
4466,1287,209,7,91,53,37,11,1
4467,1206,180,12,78,38,35,13,4
4468,289,51,6,29,8,5,3,0
4469,2436,377,24,196,84,52,18,6
447,216,34,1,17,7,7,1,0
4470,1541,269,7,125,62,41,24,3
4471,1941,275,14,141,63,39,17,1
4472,2594,413,17,186,93,81,12,5
4473,1374,192,11,91,52,27,4,0
4474,1748,269,15,129,55,45,9,0
4475,1804,295,15,135,54,51,11,5
4476,634,96,4,47,24,14,1,0
4477,1233,193,13,102,30,27,1,0
4478,351,55,2,24,8,16,3,0
4479,1384,205,2,109,44,35,7,0
448,1163,174,11,77,50,28,7,0
4480,2747,431,31,203,91,70,25,8
4481,2545,400,32,178,90,86,15,0
4482,3026,470,29,203,114,81,28,4
4483,915,145,6,74,29,26,9,0
4484,1831,297,18,135,49,53,14,6
4485,1586,239,10,126,49,39,12,0
4486,1526,246,10,107,68,33,11,1
4487,1941,275,14,141,63,39,17,1
4488,1367,207,9,103,33,41,5,1
4489,1876,296,15,145,55,61,9,3
449,340,53,3,25,10,4,2,1
4490,1178,203,21,96,41,27,9,1
4491,3886,619,32,276,133,123,36,0
4492,822,132,5,64,21,15,10,0
4493,2377,365,9,171,77,60,16,4
4494,2796,467,18,229,88,63,16,3
4495,3900,630,7,285,120,120,41,3
4496,516,80,4,35,12,24,2,1
4497,833,121,9,62,33,16,6,1
4498,846,129,6,57,28,14,11,2
4499,1939,281,11,143,52,52,9,1
45,9984,1549,85,750,361,255,77,7
450,1385,205,11,94,46,32,9,2
4500,16,3,1,3,0,0,0,0
4501,746,116,5,59,28,16,4,1
4502,1865,293,14,131,58,68,12,0
4503,1201,168,9,81,35,29,11,0
4504,1035,138,6,75,21,25,8,1
4505,2152,346,18,168,64,68,9,3
4506,1798,279,13,131,47,58,13,0
4507,357,56,5,27,10,9,1,0
4508,1370,206,10,91,47,34,12,3
4509,789,111,8,59,18,24,2,0
451,3331,441,13,218,93,99,13,1
4510,1408,223,8,95,40,45,11,6
4511,1957,292,5,146,50,59,13,1
4512,1119,160,7,84,29,29,6,0
4513,230,38,2,22,6,4,1,0
4514,2470,393,12,176,79,67,20,1
4515,3796,603,25,282,123,119,32,2
4516,127,24,1,13,1,5,3,1
4517,137,20,1,12,3,3,1,0
4518,1440,223,14,101,54,45,13,0
4519,1603,256,18,123,45,46,18,0
452,1847,296,15,127,51,55,11,0
4520,2030,326,9,145,63,66,27,0
4521,2821,412,19,202,100,68,23,0
4522,334,47,1,23,13,8,1,0
4523,2237,407,17,169,77,78,29,2
4524,565,99,4,52,21,21,3,0
4525,601,93,6,42,14,16,7,1
4526,165,27,3,9,7,7,1,0
4527,3141,524,22,275,96,86,17,5
4528,1526,246,10,107,68,33,11,1
4529,635,107,3,58,21,18,3,0
453,500,72,6,35,14,11,5,2
4530,592,95,5,48,17,11,4,0
4531,307,50,5,22,7,8,5,0
4532,500,70,5,36,19,14,1,0
4533,3554,544,29,267,116,104,32,9
4534,642,104,4,40,22,15,5,0
4535,6740,1047,38,509,202,210,61,2
4536,170,22,1,10,3,8,0,0
4537,1112,191,8,88,28,33,3,1
4538,237,36,2,17,6,6,5,0
4539,5000,875,22,400,140,127,47,0
454,1130,179,1,86,37,33,6,0
4540,1598,254,7,115,40,47,16,0
4541,2437,421,26,190,83,83,14,0
4542,3277,516,19,254,117,84,26,2
4543,3652,548,17,268,105,100,32,1
4544,2125,329,15,154,67,57,16,3
4545,2541,413,15,216,91,66,18,1
4546,233,35,2,18,4,8,0,0
4547,2821,412,19,202,100,68,23,0
4548,835,121,6,56,28,27,4,3
4549,565,99,4,52,21,21,3,0
455,33,6,1,3,1,1,1,0
4550,508,88,6,36,15,21,5,0
4551,2342,369,13,166,76,64,12,1
4552,1507,240,12,121,64,31,14,0
4554,1713,294,9,137,61,75,10,1
4555,1963,286,10,142,58,68,3,3
4556,1933,320,16,141,72,55,27,2
4558,1048,161,10,76,34,28,10,5
4559,1820,282,11,137,64,50,15,2
456,3486,505,18,233,111,110,29,0
4560,183,28,1,12,9,4,1,0
4561,4364,665,36,332,147,110,31,3
4562,634,96,4,47,24,14,1,0
4563,2411,376,22,183,83,54,17,1
4564,363,66,1,31,16,13,4,0
4565,573,92,4,44,22,16,6,0
4566,1062,178,2,95,31,36,4,3
4567,1851,270,12,125,60,57,9,0
4568,15,2,1,2,0,0,0,0
4569,2503,400,12,166,80,79,30,0
457,231,40,1,20,7,6,1,0
4570,3531,544,29,253,129,91,25,9
4571,2836,415,21,203,100,73,19,0
4572,956,155,4,75,18,27,9,2
4573,833,121,9,62,33,16,6,1
4574,1425,225,4,114,38,47,1,0
4575,3755,573,20,273,142,97,27,2
4576,2030,326,9,145,63,66,27,0
4577,8,1,1,1,0,0,0,0
4578,3291,528,18,271,125,66,28,1
4579,2910,423,18,190,84,99,27,3
458,1236,189,10,89,42,32,10,0
4580,325,47,2,25,10,10,1,0
4581,1876,296,15,145,55,61,9,3
4582,233,32,2,21,7,3,0,0
4583,412,68,6,37,14,10,1,0
4584,980,165,10,83,34,28,8,2
4585,2854,457,16,212,102,67,35,1
4586,2983,483,19,226,99,84,37,1
4587,64,10,1,5,3,1,1,0
4588,580,91,5,44,17,11,4,0
4589,44,8,1,4,1,2,0,0
459,1303,204,10,98,43,36,17,0
4590,1977,330,20,170,79,50,24,1
4591,1818,298,15,137,54,51,11,5
4592,222,43,4,20,8,6,2,0
